ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"181.5.222.113","elite","AS7303","AR","Telecom Argentina S.A.","237","Telecom Personal Bs","1080","socks5","3241","1","2022-09-29T16:23:03.192Z","27","26","97"
"110.78.148.125","elite","AS131090","TH","CAT-BB","171","N/A","4145","socks4","3616","1","2022-09-29T16:22:52.281Z","96","66","69"
"195.62.52.164","elite","AS44812","RU","IP SERVER LLC","50","IP SERVER LLC","31714","socks4","4971","1","2022-09-29T16:22:52.277Z","98","53","54"
"104.16.25.216","elite","AS13335","CA","American Registry Internet Numbers","1","American Registry Internet Numbers","80","socks5","4501","1","2022-09-29T16:22:48.466Z","100","43","43"
"197.234.13.45","elite","AS36902","SC","Intelvision","181","Intelvision Ltd","4145","socks4","5028","1","2022-09-29T16:22:48.468Z","100","70","70"
"105.213.148.107","elite","AS16637","ZA","MTN SA","192","MTN SA","5678","socks4","4931","1","2022-09-29T16:22:40.871Z","98","105","107"
"195.123.210.133","elite","AS50979","LV","ITLDC Latvia network","43","Green Floid LLC","16733","socks4","5066","1","2022-09-29T16:22:40.870Z","100","107","107"
"1.0.0.4","elite","AS13335","AU","Cloudflare, Inc","1","APNIC and Cloudflare DNS Resolver project","80","socks5","4459","1","2022-09-29T16:22:36.842Z","100","73","73"
"103.95.97.43","elite","AS136759","BD","Cosmopolitan Communications Limited","162","Cosmopolitan Communications Limited","4153","socks4","4892","1","2022-09-29T16:22:36.843Z","92","98","107"
"128.199.218.40","elite","AS14061","SG","DigitalOcean, LLC","157","Digital Ocean","29492","socks4","4982","1","2022-09-29T16:22:32.760Z","100","64","64"
"170.244.64.12","elite","AS266492","BR","Flash Servicos EM Fibra Optica Ltda - ME","196","Flash Servicos EM Fibra Optica Ltda - ME","31476","socks4","3955","1","2022-09-29T16:22:32.755Z","100","107","107"
"45.196.151.62","elite","AS7018","US","AT&T Services","82","AQUA Networks Limited","5432","socks5","5149","1","2022-09-29T16:22:32.756Z","100","45","45"
"101.51.88.247","elite","AS23969","TH","TOT Public Company Limited","152","TOT Public Company Limited","4145","socks4","5033","1","2022-09-29T16:22:28.953Z","77","58","75"
"169.255.136.8","elite","AS36892","SS","IPTEC South Sudan","203","N/A","60279","socks4","5098","1","2022-09-29T16:22:28.955Z","97","72","74"
"102.66.225.101","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","241","Herotel","5678","socks4","3749","1","2022-09-29T16:22:21.242Z","85","80","94"
"66.33.214.71","elite","AS26347","US","New Dream Network, LLC","83","New Dream Network, LLC","15891","socks4","3872","1","2022-09-29T16:22:21.242Z","100","87","87"
"144.76.28.178","elite","AS24940","DE","Hetzner Online GmbH","14","Hetzner","30733","socks4","4921","1","2022-09-29T16:22:21.257Z","100","80","80"
"219.152.172.102","elite","AS134420","CN","Chongqing Telecom","267","Chinanet CQ","5678","socks4","4925","1","2022-09-29T16:22:21.241Z","93","100","107"
"1.2.187.124","elite","AS23969","TH","TOT Public Company Limited","153","TOT Public Company Limited","4145","socks4","5029","1","2022-09-29T16:22:21.254Z","100","71","71"
"117.54.201.90","elite","AS9340","ID","PT IndoInternet","171","N/A","5678","socks4","5065","1","2022-09-29T16:22:16.979Z","99","89","90"
"119.82.226.232","elite","AS24213","ID","PT. Arsen Kusuma Indonesia","184","N/A","7497","socks5","5045","1","2022-09-29T16:22:16.973Z","98","106","108"
"41.79.149.161","elite","AS37403","ZA","Info-Gro (PTY) Ltd","222","Evzvc PE","5678","socks4","5103","1","2022-09-29T16:22:12.926Z","100","108","108"
"103.230.228.226","elite","AS141761","US","Starchain Telecom Co., LTD.","210","FE Studio Limited","5678","socks5","4945","1","2022-09-29T16:22:08.896Z","98","49","50"
"200.110.176.121","elite","AS27881","AR","IPNEXT S.A. - Servers and Network Management IPs","248","IPNEXT S.A. - Wireless Dynamic","4145","socks4","4552","1","2022-09-29T16:22:05.167Z","99","89","90"
"122.249.236.152","elite","AS4685","JP","ASAHI Net, Inc.","239","ASAHI","8080","socks4","5175","1","2022-09-29T16:21:57.730Z","100","59","59"
"185.32.47.193","elite","AS200154","AZ","Izone LLC","83","IZONE Broadband Services","4153","socks4","4822","1","2022-09-29T16:21:57.722Z","100","106","106"
"185.170.233.106","elite","AS206912","CY","Superdach LTD","66","Infra","47574","socks4","4991","1","2022-09-29T16:21:57.727Z","100","102","102"
"75.119.206.91","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32524","socks5","4684","1","2022-09-29T16:21:53.883Z","100","91","91"
"38.41.0.93","anonymous","AS269832","VE","MDS TELECOM C.A.","147","MDS Telecom LLC","999","http","2097","7443","2022-09-29T16:21:53.881Z","92","11","12"
"167.250.26.18","elite","AS265279","BR","Soft System Informatica Ltda","239","Soft System Informatica Ltda","4145","socks4","4862","1","2022-09-29T16:21:50.085Z","93","99","107"
"159.203.61.169","elite","AS14061","CA","DigitalOcean, LLC","93","Digital Ocean","8080","http","1527","417","2022-09-29T16:21:50.088Z","100","107","107"
"123.253.97.89","elite","AS59362","BD","Md Rezaul Karim","184","Sun Cybercafe","8080","socks4","4962","1","2022-09-29T16:21:50.087Z","99","106","107"
"92.242.254.23","elite","AS44377","HR","Magic Net d.o.o","53","N/A","14888","socks4","5060","1","2022-09-29T16:21:50.086Z","80","86","107"
"144.126.140.88","anonymous","AS40021","US","Contabo Inc.","100","Contabo Inc","3128","http","4638","7371","2022-09-29T16:21:46.409Z","100","76","76"
"177.105.68.197","elite","AS262637","BR","Netprimus Tecnologia Ltda","223","Netprimus Tecnologia Ltda","4153","socks4","4903","1","2022-09-29T16:21:46.411Z","98","88","90"
"103.25.209.50","elite","AS132653","ID","B-LINK","176","N/A","10101","socks4","889","1","2022-09-29T16:21:46.412Z","100","72","72"
"78.227.141.60","elite","AS12322","FR","Proxad / Free SAS","16","ProXad network / Free","3128","socks4","4957","1","2022-09-29T16:21:46.408Z","71","72","101"
"191.209.43.16","elite","AS27699","BR","Vivo","224","TELEF�NICA BRASIL S.A","5678","socks4","5000","1","2022-09-29T16:21:42.653Z","100","107","107"
"100.1.140.55","elite","AS701","US","Verizon Communications","87","MCI Communications Services, Inc. d/b/a Verizon Business","8080","socks4","4886","1","2022-09-29T16:21:42.655Z","100","60","60"
"46.32.230.38","elite","AS20738","GB","Host Europe GmbH","14","Heart Internet","35854","socks5","4971","1","2022-09-29T16:21:42.666Z","100","84","84"
"84.236.32.196","elite","AS20845","HU","DIGI Tavkozlesi es Szolgaltato Kft.","30","Digi","8080","socks4","5001","1","2022-09-29T16:21:39.144Z","58","36","62"
"2.56.58.67","elite","AS399471","NL","Serverion LLC","13","Serverion BV","3389","socks4","5148","1","2022-09-29T16:21:31.176Z","92","82","89"
"61.219.70.133","anonymous","AS3462","TW","Chunghwa Telecom Co., Ltd.","230","Chunghwa Telecom Co. Ltd.","8080","http","4551","7919","2022-09-29T16:21:27.379Z","100","74","74"
"104.18.254.76","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","4935","1","2022-09-29T16:21:27.377Z","99","92","93"
"182.253.72.89","anonymous","AS17451","ID","BIZNET","204","N/A","8082","http","5083","7910","2022-09-29T16:21:27.379Z","99","73","74"
"188.166.175.116","anonymous","AS14061","GB","DigitalOcean, LLC","13","Digitalocean","5843","https","4721","1787","2022-09-29T16:21:27.382Z","100","103","103"
"106.75.152.204","elite","AS58466","CN","UCLOUD","382","Shanghai UCloud Information Technology Company Limited","999","socks4","4362","1","2022-09-29T16:21:23.683Z","79","41","52"
"78.9.110.94","elite","AS12741","PL","DIALOGNET","50","N/A","1080","socks4","4753","1","2022-09-29T16:21:19.970Z","99","91","92"
"185.84.64.101","elite","AS40975","RO","CHML Web Services SRL","51","CHML Web Services SRL","45692","socks4","4180","1","2022-09-29T16:21:19.982Z","100","88","88"
"1.231.77.174","elite","AS9318","KR","SK Broadband Co Ltd","204","broadNnet","1080","socks4","4886","1","2022-09-29T16:21:19.971Z","96","90","94"
"104.24.15.158","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","4718","1","2022-09-29T16:21:15.763Z","97","63","65"
"203.22.223.47","elite","AS209242","CY","Cloudflare London, LLC","1","Lachtaristo Holdings Limited","80","socks4","4615","1","2022-09-29T16:21:15.762Z","100","88","88"
"139.159.194.167","elite","AS55990","CN","Huawei Cloud Service data center","313","Huawei Cloud Service","7890","socks5","4779","1","2022-09-29T16:21:12.086Z","95","80","84"
"124.41.211.180","elite","AS17501","NP","WorldLink Communications","180","Wlink Static ENT KTM V1128","50405","socks4","5336","1","2022-09-29T16:21:08.336Z","71","48","68"
"23.228.98.57","elite","AS46573","US","LayerHost","142","LayerHost","80","socks4","4809","1","2022-09-29T16:21:08.342Z","100","75","75"
"104.20.75.132","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","4863","1","2022-09-29T16:21:04.542Z","100","88","88"
"206.189.149.96","elite","AS14061","SG","DigitalOcean, LLC","155","Digital Ocean","1080","socks5","170","1","2022-09-29T16:21:04.548Z","100","48","48"
"142.93.250.71","elite","AS14061","US","DigitalOcean, LLC","82","DigitalOcean, LLC","7497","socks5","4818","1","2022-09-29T16:21:00.713Z","100","105","105"
"138.255.227.5","elite","AS263989","BR","Gigarede Tecnologia DA Informacao Ltda - ME","238","Gigarede Tecnologia DA Informacao Ltda - ME","4153","socks4","4777","1","2022-09-29T16:21:00.709Z","100","69","69"
"103.129.92.44","elite","AS63859","ID","PT. Eka Mas Republik","181","Myrepublic","5678","socks4","4911","1","2022-09-29T16:20:56.910Z","98","105","107"
"46.105.182.99","elite","AS16276","FR","OVH SAS","5","Connectivity Amber","3128","socks5","4772","1","2022-09-29T16:20:56.918Z","100","49","49"
"87.236.232.231","elite","AS35656","JO","Jordanian Universities Network L.L.C.","68","N/A","8080","socks5","4954","1","2022-09-29T16:20:56.904Z","100","92","92"
"183.88.18.60","elite","AS45629","TH","Triple T Broadband Public Company Limited","168","Triple T Broadband Public Company Limited","8080","socks4","5086","1","2022-09-29T16:20:56.909Z","98","101","103"
"217.150.150.17","elite","AS34086","DE","belongs to","11","T-Systems International GmbH","80","http","1680","7117","2022-09-29T16:20:53.278Z","100","8","8"
"178.128.113.181","elite","AS14061","SG","DigitalOcean, LLC","161","Digitalocean","57261","socks4","4954","1","2022-09-29T16:20:53.274Z","100","102","102"
"202.146.228.254","elite","AS9326","ID","PT Centrin Utama","165","Centrin","8088","socks4","4570","1","2022-09-29T16:20:49.538Z","100","94","94"
"114.101.85.92","elite","AS4134","CN","Chinanet","272","Chinanet AH","38801","socks5","5210","1","2022-09-29T16:20:38.053Z","89","54","61"
"182.160.127.236","elite","AS24323","BD","Aamra Networks Limited","180","Aamra Networks Limited","5678","socks4","5108","1","2022-09-29T16:20:38.058Z","99","96","97"
"61.170.174.33","elite","AS4812","CN","China Telecom (Group)","253","Chinanet SH","4145","socks4","5207","1","2022-09-29T16:20:34.312Z","85","50","59"
"91.224.179.175","elite","AS197602","UA","TeleRadioCompany \"Studio TV-9 Beregsasom\" Ltd.","35","TV9 net 2","5678","socks4","3061","1","2022-09-29T16:20:34.307Z","100","107","107"
"173.212.234.67","elite","AS51167","DE","Contabo GmbH","18","Contabo GmbH","51924","socks5","5099","1","2022-09-29T16:20:34.325Z","100","67","67"
"164.132.68.216","elite","AS16276","FR","OVH SAS","5","EL Zayat Hadi","8888","socks4","4949","1","2022-09-29T16:20:34.324Z","99","106","107"
"185.238.228.67","elite","AS209242","ES","Cloudflare London, LLC","1","Cloudflare","80","socks4","5043","1","2022-09-29T16:20:26.880Z","100","96","96"
"195.66.89.209","elite","AS39121","RU","Eniseyneftegas Territorial Industrial Technical Management of Communication LLC","120","Eniseyneftegas Territorial Industrial Technical Management of Communication CJSC","5678","socks5","4167","1","2022-09-29T16:20:26.881Z","100","53","53"
"177.23.184.166","elite","AS52935","BR","Infobarra Solucoes em Informatica Ltda","216","Infobarra Solucoes em Informatica Ltda","4145","socks4","4909","1","2022-09-29T16:20:26.877Z","95","97","102"
"103.70.79.28","elite","AS135463","ID","Diskominfo Kabupaten Sukoharjo","175","N/A","7497","socks4","4968","1","2022-09-29T16:20:23.157Z","100","69","69"
"111.125.139.224","elite","AS45232","IN","Spacenet  Pvt Ltd","195","509 Jaina tower 1st District Center","4145","socks4","4981","1","2022-09-29T16:20:23.158Z","99","100","101"
"185.46.60.108","elite","AS15836","MD","CAHUL-BRANCH","50","Hartum TV SRL","5678","socks4","4758","1","2022-09-29T16:20:19.335Z","100","87","87"
"177.105.68.244","elite","AS262637","BR","Netprimus Tecnologia Ltda","223","Netprimus Tecnologia Ltda","4153","socks4","5084","1","2022-09-29T16:20:19.332Z","100","93","93"
"23.236.220.141","elite","AS55286","US","B2 Net Solutions Inc.","86","ServerMania Inc","3128","socks4","5063","1","2022-09-29T16:20:15.629Z","100","90","90"
"124.223.103.100","elite","AS45090","CN","China Internet Network Information Center","261","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks5","4398","1","2022-09-29T16:20:11.827Z","90","66","73"
"104.16.105.198","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5127","1","2022-09-29T16:20:08.035Z","100","82","82"
"102.66.237.61","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","224","Herotel","5678","socks4","4604","1","2022-09-29T16:20:04.324Z","68","73","107"
"8.219.152.222","elite","AS45102","SG","Alibaba (US) Technology Co., Ltd.","314","Alibaba.com Singapore E-Commerce Private Limited","443","socks4","4882","1","2022-09-29T16:20:04.326Z","19","12","64"
"117.242.224.163","elite","AS9829","IN","BSNL Internet","188","N/A","5678","socks5","4716","1","2022-09-29T16:20:04.326Z","65","39","60"
"5.160.186.110","elite","AS42337","IR","Respina Networks & Beyond PJSC","165","Respina","5678","socks4","5104","1","2022-09-29T16:20:00.593Z","98","105","107"
"45.6.229.227","elite","AS266233","BR","Newmaster Telecom","191","Newmaster Telecom","4145","socks4","4936","1","2022-09-29T16:20:00.592Z","98","99","101"
"157.119.225.237","anonymous","AS59169","IN","Kngd Infosys PVT LTD","150","Kngd Infosys PVT LTD","83","http","4373","3275","2022-09-29T16:19:56.898Z","25","18","71"
"172.104.56.209","elite","AS63949","SG","Linode, LLC","150","Linode","9050","socks5","3598","1","2022-09-29T16:19:52.995Z","100","83","83"
"186.251.255.121","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","243","Seanet Telecom Carazinho Eireli","31337","socks4","4582","1","2022-09-29T16:19:49.268Z","100","69","69"
"177.86.64.173","elite","AS262623","BR","claudio jose lara -me","191","claudio jose lara -me","3629","socks4","4931","1","2022-09-29T16:19:49.267Z","98","105","107"
"175.100.47.191","elite","AS38623","KH","VIETTEL (CAMBODIA) PTE., LTD","218","Viettel (cambodia) Pte., Ltd.","5678","socks4","4821","1","2022-09-29T16:19:49.265Z","85","82","96"
"116.213.52.253","elite","AS9785","ID","PT. BERCA HARDAYAPERKASA","172","N/A","4145","socks4","4874","1","2022-09-29T16:19:45.622Z","86","93","108"
"5.189.179.155","elite","AS51167","DE","Contabo GmbH","20","Contabo GmbH","30022","socks5","4833","1","2022-09-29T16:19:41.931Z","100","67","67"
"75.119.201.156","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","15745","socks4","4613","1","2022-09-29T16:19:41.930Z","100","86","86"
"180.122.147.184","elite","AS4134","CN","Chinanet","285","Chinanet JS","1080","socks4","4693","1","2022-09-29T16:19:41.932Z","84","76","90"
"104.19.233.117","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4636","1","2022-09-29T16:19:38.212Z","98","90","92"
"103.47.93.233","elite","AS134058","IN","Broban Internet Services Pvt.ltd","154","Broban  PVT Ltd.","1080","socks4","5007","1","2022-09-29T16:19:38.213Z","100","107","107"
"138.36.196.11","elite","AS264586","BR","Speed Telecomunicacoes","198","Speed Telecomunicacoes","4153","socks4","5027","1","2022-09-29T16:19:34.327Z","100","102","102"
"177.136.212.31","elite","AS52685","BR","Conectnet Telecomunicações Ltda.","245","Conectnet Telecomunicações Ltda","4145","socks4","5091","1","2022-09-29T16:19:34.327Z","70","53","76"
"35.180.201.66","elite","AS16509","FR","Amazon Technologies Inc.","1","AWS EC2 (eu-west-3)","3128","socks4","5148","1","2022-09-29T16:19:34.328Z","100","50","50"
"114.99.14.138","elite","AS4134","CN","Chinanet","291","Chinanet AH","8004","socks5","4811","1","2022-09-29T16:19:26.787Z","50","53","107"
"191.96.49.100","elite","AS19844","US","SBA Edge, LLC","98","Ipxo","3389","socks4","5116","1","2022-09-29T16:19:26.792Z","100","67","67"
"202.152.5.158","anonymous","AS4800","ID","PT Aplikanusa Lintasarta","189","N/A","3128","https","5086","7938","2022-09-29T16:19:23.181Z","99","93","94"
"104.227.64.180","elite","AS55286","US","Server Mania Inc","89","RackNerd LLC","2020","socks5","4800","1","2022-09-29T16:19:23.183Z","100","64","64"
"95.217.201.196","elite","AS24940","FI","Hetzner Online GmbH","38","HETZNER-DC","10037","socks4","5042","1","2022-09-29T16:19:19.441Z","100","76","76"
"176.9.119.252","elite","AS24940","DE","Hetzner Online GmbH","14","Hetzner","30172","socks4","2967","1","2022-09-29T16:19:15.490Z","100","95","95"
"75.119.207.141","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","61438","socks5","4474","2","2022-09-29T16:19:15.488Z","100","87","87"
"62.179.9.19","elite","AS6830","PL","UPC Poland","34","N/A","5678","socks5","4883","1","2022-09-29T16:19:11.796Z","100","54","54"
"109.205.243.10","elite","AS56656","SK","Detronics s.r.o","34","Detronics s.r.o.","5678","socks4","5207","1","2022-09-29T16:19:11.780Z","99","102","103"
"170.254.255.252","elite","AS52584","BR","Connect Fibra","225","Connect Fibra","45816","socks4","4126","1","2022-09-29T16:19:07.775Z","100","103","103"
"177.38.5.87","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","222","FÁBIO MENDES DIAS LTDA ME","4153","socks4","5042","1","2022-09-29T16:19:04.217Z","97","83","86"
"51.91.20.206","elite","AS16276","FR","OVH SAS","6","OVH","20959","socks4","4710","1","2022-09-29T16:19:04.229Z","100","54","54"
"185.208.172.27","elite","AS202269","DE","BitCommand","18","BitCommand LLC","10204","socks4","5061","1","2022-09-29T16:19:00.525Z","97","65","67"
"45.7.177.204","elite","AS266626","BR","Litoral Telecom","207","Litoral Telecom","39867","socks4","975","1","2022-09-29T16:18:49.125Z","93","28","30"
"89.147.205.150","elite","AS39397","AZ","AZSTARNET","93","N/A","3128","socks5","5072","1","2022-09-29T16:18:49.126Z","97","94","97"
"58.246.3.38","elite","AS17621","CN","CNC Group CHINA169 Shanghai Province Network","266","N/A","12350","socks4","4930","1","2022-09-29T16:18:37.788Z","99","102","103"
"103.76.190.210","elite","AS135758","IN","Alacriy Net System Service Private Limited","180","Alacriy Net System Service Private Limited","58275","socks5","4829","1","2022-09-29T16:18:37.791Z","100","102","102"
"171.35.164.239","elite","AS4837","CN","China Unicom Jiangxi Province Network","190","N/A","8085","http","4325","7464","2022-09-29T16:18:37.789Z","78","7","9"
"45.126.169.185","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","125","NET 4 U Services PVT LTD","4145","socks4","5077","1","2022-09-29T16:18:34.106Z","100","91","91"
"89.216.47.129","elite","AS31042","RS","Serbia Broadband","27","N/A","5678","socks4","4434","1","2022-09-29T16:18:34.102Z","100","107","107"
"27.156.192.8","elite","AS4134","CN","Chinanet","300","N/A","57114","socks4","5255","1","2022-09-29T16:18:30.267Z","92","69","75"
"102.66.237.60","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","221","Herotel","5678","socks4","4530","1","2022-09-29T16:18:30.268Z","76","66","87"
"102.66.237.33","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","239","Herotel","5678","socks4","4959","1","2022-09-29T16:18:30.270Z","63","57","90"
"46.172.75.51","elite","AS48422","UA","It-starcom LLC","50","It-starcom LLC","5678","socks4","4759","1","2022-09-29T16:18:26.630Z","98","40","41"
"98.126.214.156","elite","AS4213","US","Krypt Technologies","147","Krypt Technologies","17880","socks5","4842","1","2022-09-29T16:18:26.629Z","93","100","107"
"192.81.216.55","elite","AS14061","US","DigitalOcean, LLC","81","Digital Ocean","7497","socks5","5127","1","2022-09-29T16:18:26.634Z","100","64","64"
"177.38.5.124","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","212","FÁBIO MENDES DIAS LTDA ME","4153","socks4","4785","1","2022-09-29T16:18:26.634Z","98","86","88"
"37.25.127.85","elite","AS31272","UA","WildPark Co","49","WildPark Co","1080","socks4","4768","1","2022-09-29T16:18:22.913Z","100","108","108"
"109.236.84.101","elite","AS49981","NL","WorldStream B.V.","10","Worldstream","30085","socks4","4788","1","2022-09-29T16:18:22.915Z","100","73","73"
"190.2.137.129","elite","AS49981","NL","WorldStream B.V.","14","WorldStream B.V","35229","socks5","4794","2","2022-09-29T16:18:19.205Z","100","85","85"
"62.165.44.43","elite","AS28745","RU","Joint Stock Company TransTeleCom","72","SUTTK Chelyabinsk","8080","socks5","4630","1","2022-09-29T16:18:11.749Z","100","40","40"
"159.89.28.169","anonymous","AS14061","DE","DigitalOcean, LLC","26","Digital Ocean","3128","http","5097","7461","2022-09-29T16:18:11.750Z","97","92","95"
"114.32.84.229","elite","AS3462","TW","Chunghwa Telecom Co., Ltd.","223","Chunghwa Telecom Co. Ltd.","8118","http","4250","7714","2022-09-29T16:18:08.097Z","100","13","13"
"150.136.163.253","elite","AS31898","US","Oracle Corporation","83","Oracle Cloud Infrastructure (us-ashburn-1)","3128","https","4854","4051","2022-09-29T16:18:08.099Z","94","51","54"
"185.170.233.104","elite","AS206912","CY","Superdach LTD","67","Infra","47574","socks4","5051","3","2022-09-29T16:18:08.097Z","100","108","108"
"177.200.82.190","elite","AS28368","BR","Sobralnet Servicos E Telecomunicacoes Ltda - ME","191","Sobralnet Servicos E Telecomunicacoes Ltda - ME","5678","socks4","5043","1","2022-09-29T16:18:04.346Z","99","89","90"
"79.151.16.40","elite","AS3352","ES","RIMA (Red IP Multi Acceso)","39","N/A","5678","socks4","4958","1","2022-09-29T16:17:52.841Z","100","73","73"
"177.184.67.93","elite","AS52898","BR","Multipla Serviços Inteligentes","259","Multipla Serviços Inteligentes","4145","socks4","5109","1","2022-09-29T16:17:52.840Z","100","84","84"
"177.105.68.203","elite","AS262637","BR","Netprimus Tecnologia Ltda","226","Netprimus Tecnologia Ltda","4153","socks4","5108","1","2022-09-29T16:17:49.096Z","99","93","94"
"45.7.177.194","elite","AS266626","BR","Litoral Telecom","212","Litoral Telecom","39867","socks4","5006","1","2022-09-29T16:17:34.257Z","97","101","104"
"188.166.239.48","elite","AS14061","SG","DigitalOcean, LLC","157","Digitalocean","3128","socks4","5146","1","2022-09-29T16:17:34.257Z","100","70","70"
"177.72.82.47","elite","AS262543","BR","Brmom Construindo Conexoes Ltda","245","Brmom Construindo Conexoes Ltda","4153","socks4","4817","1","2022-09-29T16:17:26.841Z","100","73","73"
"185.66.56.3","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","34","Svint","42647","socks4","5077","1","2022-09-29T16:17:26.821Z","100","76","76"
"170.187.153.79","elite","AS63949","US","Linode, LLC","92","Linode","53052","socks5","1567","1","2022-09-29T16:17:22.771Z","100","92","92"
"75.119.206.53","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","15745","socks4","4560","1","2022-09-29T16:17:22.777Z","100","91","91"
"59.59.51.74","elite","AS4134","CN","Chinanet","285","Chinanet FJ","8001","socks5","3071","1","2022-09-29T16:17:18.932Z","93","41","44"
"128.199.142.101","elite","AS14061","SG","DigitalOcean, LLC","156","Digital Ocean","10106","socks5","3918","1","2022-09-29T16:17:15.187Z","100","107","107"
"181.196.247.162","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","187","Corporacion Nacional De Telecomunicaciones - CNT EP","45974","socks4","4796","1","2022-09-29T16:17:15.186Z","99","87","88"
"119.29.84.133","elite","AS45090","HK","Shenzhen Tencent Computer Systems Company Limited","248","Tencent cloud computing (Beijing) Co., Ltd.","20806","socks5","4718","1","2022-09-29T16:17:11.364Z","96","79","82"
"151.106.4.177","elite","AS29066","FR","Host Europe GmbH","7","Brady Collins","30092","socks4","4985","1","2022-09-29T16:17:07.719Z","100","84","84"
"173.212.206.86","elite","AS51167","DE","Contabo GmbH","15","Contabo GmbH","59710","socks5","4731","1","2022-09-29T16:17:03.953Z","100","90","90"
"200.152.107.104","elite","AS21571","BR","MLS Wireless S/A","231","MLS Projetos de Informatica","1080","socks5","4826","1","2022-09-29T16:17:00.169Z","94","51","54"
"176.56.138.39","elite","AS44092","IT","HAL Service SpA","33","HAL Service SpA","5678","socks4","1870","1","2022-09-29T16:17:00.171Z","58","56","96"
"66.42.52.194","elite","AS20473","SG","The Constant Company, LLC","147","Choopa, LLC","49163","socks4","4587","1","2022-09-29T16:16:56.437Z","100","64","64"
"85.206.188.116","elite","AS8764","LT","Telia Lietuva","40","Telia Lietuva, AB","5678","socks4","4866","1","2022-09-29T16:16:56.435Z","90","87","97"
"177.105.68.228","elite","AS262637","BR","Netprimus Tecnologia Ltda","223","Netprimus Tecnologia Ltda","4153","socks4","4774","1","2022-09-29T16:16:52.786Z","100","96","96"
"105.213.172.74","elite","AS16637","ZA","MTN SA","187","MTN SA","5678","socks4","4760","1","2022-09-29T16:16:48.922Z","94","101","107"
"109.73.191.101","elite","AS49924","IT","ECROM-MAIN","70","N/A","5678","socks4","4884","1","2022-09-29T16:16:45.223Z","93","81","87"
"155.225.2.72","elite","AS53257","US","The Citadel","95","The Citadel","3127","socks4","5149","1","2022-09-29T16:16:41.474Z","100","67","67"
"190.111.246.128","elite","AS11014","AR","CPS","209","CPS","80","socks4","4173","1","2022-09-29T16:16:41.475Z","100","107","107"
"82.196.25.134","elite","AS30781","FR","Datacenter DZ","7","Datacenter DZD","7497","socks5","4571","1","2022-09-29T16:16:37.787Z","100","107","107"
"110.77.232.172","elite","AS131090","TH","CAT Telecom Public Company Limited","184","CAT BBviaOnnet","4145","socks4","4218","1","2022-09-29T16:16:33.965Z","100","107","107"
"67.180.167.174","elite","AS7922","US","Comcast Cable Communications, LLC","157","Comcast Cable Communications, Inc","8080","socks4","5169","1","2022-09-29T16:16:30.104Z","100","71","71"
"101.43.3.207","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","236","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks4","4706","1","2022-09-29T16:16:26.433Z","96","73","76"
"46.174.233.22","elite","AS15874","PL","Interkam Szczepanik Spolka Komandytowa","59","Interkam Szczepanik Spolka Komandytowa","5678","socks4","4462","1","2022-09-29T16:16:26.435Z","99","106","107"
"36.91.187.250","elite","AS7713","ID","PT. Telekomunikasi Indonesia","190","Telekomunikasi Indonesia","5678","socks4","4799","1","2022-09-29T16:16:22.705Z","94","79","84"
"31.210.52.133","elite","AS49334","TR","SH ONLINE ILETISIM ANONIM SIRKETI","53","SH ONLINE ILETISIM ANONIM SIRKETI","61443","socks5","4773","1","2022-09-29T16:16:18.964Z","94","101","107"
"185.169.181.25","elite","AS34984","TR","Ates Dc","55","Ibrahim MALA trading as Ates Dc","4145","socks4","5044","1","2022-09-29T16:16:15.365Z","100","54","54"
"177.38.5.172","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","217","FÁBIO MENDES DIAS LTDA ME","4153","socks4","253","1","2022-09-29T16:16:07.601Z","97","33","34"
"222.186.61.175","elite","AS4134","CN","Chinanet","280","Chinanet JS","51951","socks5","5035","1","2022-09-29T16:16:07.600Z","97","89","92"
